,Name,FighterHeight,FighterWeight,FighterDOB,SLpM,StrAcc,SApM,StrDef,TDAvg,TDAcc,TDDef,SubAvg,ScoreStrAcc,ScoreStrDef,ScoreTDAcc,ScoreTDDef,CombatScore
2090,Mabelly Lima,"5' 2""",135 lbs.,"Jan 25, 1994",3.07,63%,5.67,44%,0.0,0%,100%,0.0,63.0,44.0,0.0,100.0,7.699999999999998
2091,Douglas Lima,"6' 1""",170 lbs.,"Jan 05, 1988",1.92,36%,2.84,60%,0.6,100%,46%,0.0,36.0,60.0,100.0,46.0,21.4
2092,Dhiego Lima,"6' 2""",170 lbs.,"Jan 31, 1989",3.12,39%,3.88,58%,1.26,34%,73%,0.6,39.0,58.0,34.0,73.0,21.580000000000002
2093,Juliana Lima,"5' 5""",115 lbs.,"Mar 15, 1982",1.94,44%,2.11,55%,1.72,31%,70%,0.0,44.0,55.0,31.0,70.0,24.310000000000002
2094,Hyun Gyu Lim,"6' 3""",170 lbs.,"Jan 16, 1985",4.45,41%,5.07,51%,0.23,100%,73%,0.2,41.0,51.0,100.0,73.0,24.49
2095,Jae Suk Lim,"5' 9""",170 lbs.,"Nov 09, 1979",2.43,50%,4.05,37%,12.16,100%,100%,0.0,50.0,37.0,100.0,100.0,57.080000000000005
2096,Donnie Liles,"5' 9""",170 lbs.,--,2.25,41%,1.75,65%,2.5,28%,0%,1.2,41.0,65.0,28.0,0.0,25.8
2097,Chris Liguori,"5' 9""",185 lbs.,--,0.29,33%,1.44,0%,0.0,0%,50%,0.0,33.0,0.0,0.0,50.0,2.5500000000000007
2098,Scott Lighty,"6' 2""",205 lbs.,"ct 15, 1978",2.91,21%,4.24,49%,0.0,0%,0%,0.0,21.0,49.0,0.0,0.0,0.34999999999999787
2099,Zach Light,"5' 8""",170 lbs.,"Feb 06, 1974",0.81,33%,1.9,48%,1.36,100%,0%,0.0,33.0,48.0,100.0,0.0,16.73
2100,Sam Liera,--,--,--,0.82,60%,7.36,51%,0.0,0%,66%,0.0,60.0,51.0,0.0,66.0,-15.000000000000002
2101,Rodrigo Lidio,"5' 11""",155 lbs.,"Jul 07, 1989",0.97,50%,0.0,100%,0.0,0%,50%,0.0,50.0,100.0,0.0,50.0,24.85
2102,Chuck Liddell,"6' 2""",205 lbs.,"ec 17, 1969",2.97,35%,2.71,56%,0.44,75%,81%,0.0,35.0,56.0,75.0,81.0,27.32
2103,Jess Liaudin,"5' 9""",170 lbs.,--,2.46,51%,2.76,41%,3.28,53%,30%,1.6,51.0,41.0,53.0,30.0,29.040000000000003
2104,Liang Na,"5' 5""",115 lbs.,"Jul 27, 1996",2.94,52%,4.09,27%,5.74,50%,0%,1.9,52.0,27.0,50.0,0.0,28.169999999999998
2105,Li Jingliang,"6' 0""",170 lbs.,"Mar 20, 1988",4.46,42%,3.84,57%,1.25,41%,60%,0.0,42.0,57.0,41.0,60.0,26.85
2106,Chi Lewis-Parry,"6' 9""",243 lbs.,"Aug 10, 1983",0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0
2107,Malik Lewis,"6' 0""",155 lbs.,"Mar 04, 1996",8.53,67%,7.09,31%,7.88,50%,50%,0.0,67.0,31.0,50.0,50.0,50.64
2108,Brandon Lewis,"5' 4""",135 lbs.,"Aug 02, 1997",2.17,29%,3.63,53%,1.0,15%,20%,0.0,29.0,53.0,15.0,20.0,7.4
2109,Bevon Lewis,"6' 3""",185 lbs.,"May 05, 1991",3.73,43%,2.67,54%,0.0,0%,66%,0.0,43.0,54.0,0.0,66.0,21.599999999999998
2110,Derrick Lewis,"6' 3""",260 lbs.,"Feb 07, 1985",2.57,50%,2.57,41%,0.6,28%,55%,0.0,50.0,41.0,28.0,55.0,19.2
2111,John Lewis,"6' 0""",155 lbs.,--,0.0,0%,4.0,66%,0.0,0%,0%,0.0,0.0,66.0,0.0,0.0,-13.4
2112,Natan Levy,"5' 9""",155 lbs.,"Sep 30, 1991",3.84,52%,3.62,54%,5.13,56%,41%,0.7,52.0,54.0,56.0,41.0,38.19
2113,Kyle Levinton,--,--,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0
2114,David Levicki,"6' 5""",275 lbs.,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0
2115,Marcus LeVesseur,"5' 9""",155 lbs.,"Jul 17, 1982",2.55,64%,3.7,37%,3.89,36%,83%,0.6,64.0,37.0,36.0,83.0,29.12
2116,Justin Levens,"5' 11""",185 lbs.,"Apr 18, 1980",1.24,47%,3.15,37%,1.69,50%,33%,5.1,47.0,37.0,50.0,33.0,22.419999999999998
2117,Leah Letson,"5' 7""",145 lbs.,"Aug 21, 1992",3.06,41%,3.84,52%,0.51,50%,76%,0.0,41.0,52.0,50.0,76.0,19.53
2118,Valerie Letourneau,"5' 7""",115 lbs.,"Apr 29, 1983",4.51,37%,5.4,58%,0.77,45%,66%,0.3,37.0,58.0,45.0,66.0,19.059999999999995
2119,Frank Lester,"5' 11""",170 lbs.,"Jun 10, 1984",2.18,36%,3.82,53%,0.0,0%,0%,0.0,36.0,53.0,0.0,0.0,0.700000000000002
2120,Brock Lesnar,"6' 3""",265 lbs.,"Jul 12, 1977",3.53,72%,2.11,50%,3.9,55%,60%,0.5,72.0,50.0,55.0,60.0,43.5
2121,Lukasz Les,--,170 lbs.,"Nov 05, 1981",0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0
2122,Michael Lerma,--,--,--,0.0,0%,6.47,45%,0.0,0%,0%,0.0,0.0,45.0,0.0,0.0,-27.85
2123,Kimo Leopoldo,"6' 3""",235 lbs.,"Jan 05, 1968",0.76,83%,2.12,30%,4.55,100%,0%,2.3,83.0,30.0,100.0,0.0,32.75
2124,Chad Leonhardt,"6' 0""",170 lbs.,"Feb 19, 1980",0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0
2125,Anthony Leone,"5' 6""",135 lbs.,"May 27, 1987",1.94,53%,2.52,56%,1.72,18%,0%,0.0,53.0,56.0,18.0,0.0,14.96
2126,Victoria Leonardo,"5' 5""",125 lbs.,"Feb 16, 1990",3.33,39%,4.56,44%,1.71,29%,71%,0.0,39.0,44.0,29.0,71.0,17.28
2127,Alberta Cerra Leon,"5' 8""",238 lbs.,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0
2128,Nik Lentz,"5' 8""",145 lbs.,"Aug 13, 1984",3.44,47%,3.25,50%,3.3,32%,43%,1.2,47.0,50.0,32.0,43.0,30.45
2129,Jean Francois Lenogue,"6' 0""",185 lbs.,"Nov 29, 1972",1.13,34%,0.27,60%,0.0,0%,33%,0.0,34.0,60.0,0.0,33.0,17.0
2130,Jesse Lennox,"5' 9""",170 lbs.,"Mar 10, 1982",2.69,32%,3.2,64%,1.22,66%,63%,0.3,32.0,64.0,66.0,63.0,24.21
2131,Christophe Leninger,"6' 0""",200 lbs.,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0
2132,Giacomo Lemos,"6' 3""",247 lbs.,"Jun 23, 1989",0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0
2133,Amanda Lemos,"5' 4""",115 lbs.,"May 22, 1987",4.51,57%,3.97,50%,1.12,55%,81%,0.7,57.0,50.0,55.0,81.0,31.759999999999998
2134,Gabe Lemley,"5' 8""",155 lbs.,--,0.82,35%,6.03,45%,0.0,0%,0%,0.0,35.0,45.0,0.0,0.0,-18.050000000000004
2135,Stefan Leko,"6' 2""",215 lbs.,"Jun 03, 1974",2.4,43%,6.17,68%,0.0,0%,0%,0.0,43.0,68.0,0.0,0.0,-7.750000000000001
2136,Thales Leites,"6' 1""",185 lbs.,"Sep 06, 1981",2.13,40%,2.99,52%,2.1,27%,30%,1.1,40.0,52.0,27.0,30.0,19.099999999999998
2137,Claudia Leite,"5' 3""",135 lbs.,"Nov 04, 1996",1.27,47%,1.73,57%,1.0,25%,0%,1.0,47.0,57.0,25.0,0.0,15.6
2138,Cheyden Leialoha,"5' 8""",135 lbs.,"Mar 15, 1994",1.87,28%,3.2,53%,2.0,33%,71%,0.0,28.0,53.0,33.0,71.0,17.85
2139,Sherron Leggett,"5' 8""",155 lbs.,"ct 27, 1978",2.86,51%,2.08,47%,5.19,80%,33%,0.0,51.0,47.0,80.0,33.0,40.57
2140,Ricky Legere Jr.,"5' 8""",170 lbs.,--,1.07,41%,1.53,60%,5.0,41%,0%,0.0,41.0,60.0,41.0,0.0,26.9
2141,JeongYeong Lee,"5' 10""",145 lbs.,"Nov 13, 1995",10.77,56%,4.62,40%,0.0,0%,50%,11.5,56.0,40.0,0.0,50.0,68.35
2142,Andrea Lee,"5' 6""",125 lbs.,"Feb 11, 1989",5.43,49%,3.64,64%,1.68,50%,56%,0.7,49.0,64.0,50.0,56.0,37.29
2143,Rocky Lee,"5' 9""",145 lbs.,"Apr 08, 1987",2.47,51%,5.33,44%,1.0,10%,33%,0.0,51.0,44.0,10.0,33.0,2.5000000000000027
2144,Kevin Lee,"5' 9""",170 lbs.,"Sep 04, 1992",3.89,42%,3.56,50%,3.19,43%,75%,0.8,42.0,50.0,43.0,75.0,33.82
2145,Vaughan Lee,"5' 6""",125 lbs.,"ct 15, 1982",3.47,47%,2.07,70%,0.81,33%,72%,1.0,47.0,70.0,33.0,72.0,33.63
2146,Imani Lee,--,--,--,0.0,0%,0.94,33%,0.0,0%,0%,0.0,0.0,33.0,0.0,0.0,-1.3999999999999995
2147,Matt Lee,"5' 11""",155 lbs.,--,0.0,0%,9.68,21%,0.0,0%,0%,0.0,0.0,21.0,0.0,0.0,-46.3
2148,Tommy Lee,"5' 7""",145 lbs.,"Jan 20, 1977",0.0,0%,0.3,75%,4.57,33%,0%,0.0,0.0,75.0,33.0,0.0,23.01
2149,Tae Hyun Lee,"6' 6""",295 lbs.,"Jan 17, 1975",1.37,31%,3.89,54%,5.15,100%,0%,0.0,31.0,54.0,100.0,0.0,21.35
2150,Eun Soo Lee,"6' 1""",215 lbs.,"Mar 07, 1982",0.0,0%,3.05,60%,0.0,0%,50%,0.0,0.0,60.0,0.0,50.0,-4.25
2151,Jackie Lee,--,--,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0
2152,David Lee,"5' 10""",155 lbs.,--,1.49,50%,3.31,42%,0.0,0%,50%,0.0,50.0,42.0,0.0,50.0,5.099999999999999
2153,James Lee,"5' 11""",205 lbs.,"Sep 22, 1973",1.4,42%,3.72,27%,13.95,50%,0%,7.0,42.0,27.0,50.0,0.0,56.15
2154,Justin Ledet,"6' 4""",205 lbs.,"Sep 28, 1988",3.35,39%,4.82,49%,0.23,50%,42%,0.2,39.0,49.0,50.0,42.0,11.74
2155,Stephen Ledbetter,"5' 9""",145 lbs.,"Jun 30, 1982",1.2,38%,1.6,57%,5.0,45%,100%,0.0,38.0,57.0,45.0,100.0,37.0
2156,Mickael Lebout,"5' 11""",155 lbs.,"Aug 16, 1987",2.6,34%,2.98,54%,0.0,0%,60%,0.0,34.0,54.0,0.0,60.0,12.9
2157,Chris Leben,"5' 11""",185 lbs.,"Jul 21, 1980",2.87,42%,2.87,52%,1.14,41%,53%,0.8,42.0,52.0,41.0,53.0,23.82
2158,Jerome LeBanner,"6' 3""",265 lbs.,"ec 26, 1972",0.92,35%,1.03,37%,0.0,0%,50%,0.0,35.0,37.0,0.0,50.0,11.65
2159,Jordan Leavitt,"5' 9""",155 lbs.,"Jun 02, 1995",2.43,63%,1.88,54%,2.43,28%,30%,1.2,63.0,54.0,28.0,30.0,29.94
2160,Thanh Le,"5' 9""",145 lbs.,"Aug 28, 1985",1.97,40%,1.82,70%,0.0,0%,100%,0.0,40.0,70.0,0.0,100.0,21.75
2161,Cung Le,"5' 9""",185 lbs.,"May 25, 1972",4.36,48%,2.98,66%,1.37,71%,88%,0.3,48.0,66.0,71.0,88.0,38.91
2162,Mounir Lazzez,"6' 1""",170 lbs.,"Nov 16, 1987",7.4,54%,5.28,53%,1.84,66%,71%,0.0,54.0,53.0,66.0,71.0,40.519999999999996
2163,Zviad Lazishvili,"5' 6""",135 lbs.,"ct 25, 1991",4.2,39%,6.13,51%,0.0,0%,0%,0.0,39.0,51.0,0.0,0.0,-0.6499999999999986
2164,Valmir Lazaro,"6' 0""",155 lbs.,"Aug 15, 1985",4.87,37%,4.09,61%,1.33,40%,96%,0.0,37.0,61.0,40.0,96.0,31.290000000000006
2165,Jimmy Lawson,"6' 0""",265 lbs.,"Nov 13, 1991",0.07,8%,1.6,44%,0.0,0%,0%,0.0,8.0,44.0,0.0,0.0,-2.45
2166,Eric Lawson,"6' 0""",185 lbs.,--,1.58,57%,1.97,44%,8.88,42%,0%,3.0,57.0,44.0,42.0,0.0,44.99
2167,Ronnie Lawrence,"5' 8""",135 lbs.,"Jun 13, 1992",2.88,56%,1.75,53%,7.03,77%,47%,0.3,56.0,53.0,77.0,47.0,50.64
2168,Lance Lawrence,"6' 1""",145 lbs.,"Jun 26, 1993",5.87,50%,9.8,24%,1.0,100%,50%,0.0,50.0,24.0,100.0,50.0,5.750000000000002
2169,Justin Lawrence,"5' 8""",145 lbs.,"May 15, 1990",3.84,35%,2.83,67%,0.72,28%,73%,0.0,35.0,67.0,28.0,73.0,27.51
2170,Tom Lawlor,"6' 0""",205 lbs.,"May 15, 1983",2.5,42%,2.41,60%,2.46,32%,57%,1.4,42.0,60.0,32.0,57.0,29.729999999999997
2171,Robbie Lawler,"5' 11""",170 lbs.,"Mar 20, 1982",3.83,46%,4.67,59%,0.65,64%,65%,0.0,46.0,59.0,64.0,65.0,21.15
2172,Muhammed Lawal,"6' 0""",205 lbs.,"Jan 11, 1981",3.79,52%,1.61,66%,5.96,75%,87%,0.0,52.0,66.0,75.0,87.0,56.78
2173,Chatt Lavender,"5' 8""",170 lbs.,"May 24, 1976",0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0
2174,Sandra Lavado,"5' 7""",115 lbs.,"May 03, 1994",0.87,37%,2.67,34%,0.0,0%,33%,0.0,37.0,34.0,0.0,33.0,1.4
2175,Dan Lauzon,"5' 10""",155 lbs.,"Mar 30, 1988",1.34,25%,4.09,61%,1.63,33%,80%,2.7,25.0,61.0,33.0,80.0,16.44
2176,Joe Lauzon,"5' 10""",155 lbs.,"May 22, 1984",2.84,39%,5.39,54%,2.39,45%,54%,2.0,39.0,54.0,45.0,54.0,17.62
2177,Jenel Lausa,"5' 5""",125 lbs.,"Aug 01, 1988",1.44,42%,3.53,53%,0.55,66%,51%,0.8,42.0,53.0,66.0,51.0,14.0
2178,Sione Latu,"6' 0""",215 lbs.,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0
2179,Ilir Latifi,"5' 10""",230 lbs.,"Jul 28, 1982",1.92,42%,2.75,56%,2.13,36%,100%,0.3,42.0,56.0,36.0,100.0,26.240000000000002
2180,Bobby Lashley,"6' 3""",255 lbs.,"Jul 16, 1976",3.1,63%,0.76,63%,11.47,70%,0%,0.0,63.0,63.0,70.0,0.0,65.71
2181,Ryan Larson,--,170 lbs.,"ec 30, 1980",0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0
2182,Brock Larson,"5' 11""",170 lbs.,"Aug 23, 1977",1.39,46%,1.5,55%,2.67,34%,43%,2.0,46.0,55.0,34.0,43.0,29.259999999999998
2183,Jeremy Larsen,"5' 10""",145 lbs.,"May 18, 1984",4.87,48%,5.75,57%,2.49,33%,0%,0.0,48.0,57.0,33.0,0.0,16.87
2184,Lorenz Larkin,"5' 11""",170 lbs.,"Sep 03, 1986",3.53,46%,2.74,63%,0.27,42%,79%,0.1,46.0,63.0,42.0,79.0,27.959999999999997
2185,Icho Larenas,"6' 3""",235 lbs.,"Mar 12, 1980",0.17,15%,2.5,28%,0.0,0%,14%,0.0,15.0,28.0,0.0,14.0,-5.950000000000001
2186,TJ Laramie,"5' 6""",145 lbs.,"ct 15, 1997",1.49,50%,2.64,38%,1.44,33%,40%,0.0,50.0,38.0,33.0,40.0,14.669999999999998
2187,Anthony Lapsley,"5' 9""",170 lbs.,"Feb 13, 1980",0.53,34%,0.58,66%,0.0,0%,20%,0.0,34.0,66.0,0.0,20.0,11.75
2188,Chad Laprise,"5' 10""",170 lbs.,"Jul 23, 1986",4.78,42%,3.59,65%,1.05,54%,78%,0.0,42.0,65.0,54.0,78.0,33.00000000000001
2189,Taylor Lapilus,"5' 6""",135 lbs.,"Apr 08, 1992",3.77,45%,2.0,61%,0.58,40%,81%,0.6,45.0,61.0,40.0,81.0,34.49
2190,Lina Lansberg,"5' 7""",135 lbs.,"Mar 13, 1982",2.7,55%,3.86,44%,0.56,27%,48%,0.1,55.0,44.0,27.0,48.0,13.48
2191,Lionel Lanham,--,205 lbs.,"Aug 31, 1980",0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0
2192,Jeremy Lang,"5' 11""",205 lbs.,"May 11, 1975",1.13,50%,1.41,42%,4.22,60%,0%,4.2,50.0,42.0,60.0,0.0,34.86
2193,Aaron Lanfranco,--,155 lbs.,"Aug 26, 1986",0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0
2194,Austen Lane,"6' 6""",245 lbs.,"Nov 09, 1987",4.17,45%,1.81,58%,0.0,0%,0%,0.0,45.0,58.0,0.0,0.0,22.1
2195,Nate Landwehr,"5' 9""",145 lbs.,"Jun 06, 1988",6.37,51%,5.56,53%,1.3,66%,86%,1.3,51.0,53.0,66.0,86.0,36.150000000000006
2196,Jose Landi-Jons,"5' 11""",170 lbs.,"Sep 09, 1973",0.99,40%,0.77,43%,2.2,80%,40%,2.2,40.0,43.0,80.0,40.0,32.400000000000006
2197,Jason Lambert,"6' 3""",185 lbs.,"Jun 03, 1975",3.21,58%,1.84,50%,1.35,36%,28%,2.4,58.0,50.0,36.0,28.0,32.9
2198,Ricardo Lamas,"5' 8""",145 lbs.,"May 21, 1982",3.13,47%,2.87,57%,1.84,33%,46%,0.9,47.0,57.0,33.0,46.0,26.919999999999998
2199,Sean Lally,"6' 0""",170 lbs.,"Nov 04, 1990",5.34,39%,7.23,30%,0.0,0%,0%,0.0,39.0,30.0,0.0,0.0,-2.550000000000006
2200,Todd Lally,"5' 7""",145 lbs.,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0
2201,Tim Lajcik,"6' 1""",225 lbs.,"Jun 21, 1965",0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0
2202,Yohan Lainesse,"6' 1""",170 lbs.,"Aug 14, 1992",2.69,43%,3.66,60%,1.17,28%,88%,0.6,43.0,60.0,28.0,88.0,21.76
2203,Tina Lahdemaki,"5' 2""",115 lbs.,"May 28, 1988",1.93,20%,4.67,57%,0.0,0%,16%,0.0,20.0,57.0,0.0,16.0,-4.4
2204,Noad Lahat,"5' 9""",145 lbs.,"Jun 08, 1984",2.79,46%,1.47,63%,2.37,26%,16%,2.4,46.0,63.0,26.0,16.0,33.61
2205,Ben Lagman,"6' 2""",185 lbs.,"Sep 04, 1986",0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0
2206,Ryan LaFlare,"6' 1""",170 lbs.,"ct 01, 1983",2.89,40%,1.86,63%,2.13,44%,58%,0.2,40.0,63.0,44.0,58.0,32.44
2207,Aspen Ladd,"5' 6""",135 lbs.,"Mar 01, 1995",3.78,47%,4.65,47%,1.56,47%,62%,0.6,47.0,47.0,47.0,62.0,21.83
2208,Kemran Lachinov,--,170 lbs.,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0
2209,Jeremiah Labiano,"5' 10""",135 lbs.,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0
2210,Josh LaBerge,"5' 10""",145 lbs.,--,2.53,36%,5.33,44%,0.0,0%,71%,0.0,36.0,44.0,0.0,71.0,1.0999999999999996
2211,Achmed Labasanov,"6' 3""",215 lbs.,"Apr 24, 1978",0.75,39%,1.1,46%,3.0,100%,0%,0.8,39.0,46.0,100.0,0.0,27.35
2212,Mike Kyle,"6' 4""",205 lbs.,"Mar 31, 1980",3.93,51%,3.35,49%,1.33,62%,50%,0.8,51.0,49.0,62.0,50.0,29.69
2213,Jarrod Kwitty,"5' 8""",185 lbs.,--,0.53,50%,4.4,32%,8.0,50%,0%,2.0,50.0,32.0,50.0,0.0,21.849999999999998
2214,Kaleo Kwan,"5' 7""",155 lbs.,"Aug 01, 1970",0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0
2215,Lina Kvokov,"5' 9""",135 lbs.,--,2.31,30%,12.12,19%,0.0,0%,0%,0.0,30.0,19.0,0.0,0.0,-44.15
2216,Guram Kutateladze,"5' 11""",155 lbs.,"Jan 08, 1992",3.83,42%,4.37,58%,0.5,12%,77%,0.0,42.0,58.0,12.0,77.0,17.699999999999996
2217,Kyle Kurtz,--,170 lbs.,--,1.31,36%,2.95,52%,1.23,20%,0%,2.5,36.0,52.0,20.0,0.0,11.29
2218,Eldari Kurtanidze,"5' 6""",235 lbs.,"Apr 16, 1972",0.47,20%,3.72,60%,0.0,0%,0%,0.0,20.0,60.0,0.0,0.0,-8.25
2219,Tsuyoshi Kurihara,"5' 10""",185 lbs.,"Jul 13, 1973",0.0,0%,12.0,50%,0.0,0%,0%,0.0,0.0,50.0,0.0,0.0,-55.0
2220,Ramazan Kuramagomedov,"6' 1""",170 lbs.,"Aug 23, 1996",11.67,67%,9.13,54%,1.0,14%,0%,0.0,67.0,54.0,14.0,0.0,29.199999999999996
2221,Korey Kuppe,"6' 5""",170 lbs.,"Jan 23, 1989",0.73,73%,1.33,31%,0.0,0%,69%,1.0,73.0,31.0,0.0,69.0,16.299999999999997
2222,Leo Kuntz,"5' 10""",155 lbs.,"ct 03, 1983",1.68,32%,3.8,45%,1.99,25%,33%,0.7,32.0,45.0,25.0,33.0,10.27
2223,Yana Kunitskaya,"5' 6""",135 lbs.,"Nov 11, 1989",4.28,56%,2.94,50%,1.53,53%,50%,0.2,56.0,50.0,53.0,50.0,32.59
2224,Kiichi Kunimoto,"5' 10""",170 lbs.,"May 01, 1981",1.87,44%,3.92,41%,1.59,20%,28%,0.3,44.0,41.0,20.0,28.0,8.42
2225,Keigo Kunihara,"6' 0""",235 lbs.,--,0.17,10%,1.99,57%,4.97,40%,100%,2.5,10.0,57.0,40.0,100.0,31.51
2226,Rizvan Kuniev,"6' 4""",240 lbs.,"ct 03, 1992",7.09,73%,1.55,51%,4.09,75%,0%,0.0,73.0,51.0,75.0,0.0,59.87
2227,Aleksei Kunchenko,"5' 8""",170 lbs.,"May 02, 1984",3.67,44%,2.83,63%,0.25,33%,80%,0.0,44.0,63.0,33.0,80.0,26.950000000000003
2228,Maiju Kujala,--,135 lbs.,--,2.5,40%,5.5,36%,0.0,0%,50%,0.0,40.0,36.0,0.0,50.0,-2.4000000000000004
2229,Anton Kuivanen,"5' 8""",155 lbs.,"May 01, 1984",2.27,38%,1.63,67%,1.2,100%,71%,0.4,38.0,67.0,100.0,71.0,35.2
2230,Michael Kuiper,"6' 0""",185 lbs.,"Jun 07, 1989",3.28,54%,3.62,54%,2.3,55%,79%,0.0,54.0,54.0,55.0,79.0,29.4
2231,John Kuhner,--,170 lbs.,"ct 12, 1982",0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0
2232,Junya Kudo,--,135 lbs.,--,1.85,71%,4.44,33%,0.0,0%,0%,0.0,71.0,33.0,0.0,0.0,-2.5500000000000034
2233,Mariusz Ksiazkiewicz,"6' 3""",185 lbs.,"ct 04, 1989",0.93,45%,3.4,39%,4.0,100%,0%,2.0,45.0,39.0,100.0,0.0,22.05
2234,Nikita Krylov,"6' 3""",205 lbs.,"Mar 07, 1992",4.45,55%,2.5,44%,2.11,35%,53%,1.2,55.0,44.0,35.0,53.0,37.17999999999999
2235,Jorgen Kruth,"6' 2""",205 lbs.,"May 08, 1974",0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0
2236,Rene Kronvold,"5' 8""",170 lbs.,--,0.82,100%,2.47,60%,0.0,0%,66%,4.1,100.0,60.0,0.0,66.0,22.549999999999997
2237,Pascal Krauss,"6' 1""",170 lbs.,"Apr 19, 1987",5.45,47%,3.88,59%,1.53,50%,60%,0.9,47.0,59.0,50.0,60.0,35.84
2238,James Krause,"6' 2""",170 lbs.,"Jun 04, 1986",4.79,49%,4.11,61%,0.96,18%,59%,0.9,49.0,61.0,18.0,59.0,26.779999999999998
2239,Derrick Krantz,"5' 10""",170 lbs.,"Jan 13, 1988",2.07,37%,4.03,50%,3.18,50%,0%,0.8,37.0,50.0,50.0,0.0,15.04
2240,Steve Kozola,--,155 lbs.,--,3.9,39%,4.36,50%,2.34,100%,100%,0.0,39.0,50.0,100.0,100.0,33.62
2241,Karolina Kowalkiewicz,"5' 3""",115 lbs.,"ct 15, 1985",5.34,40%,5.55,57%,0.34,30%,75%,0.2,40.0,57.0,30.0,75.0,20.57
2242,Marcus Kowal,--,135 lbs.,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0
2243,Matt Kovacs,"6' 0""",244 lbs.,--,1.47,22%,4.87,44%,1.0,25%,0%,0.0,22.0,44.0,25.0,0.0,-4.9
2244,Iouri Kotchkine,"6' 2""",235 lbs.,--,0.67,38%,4.92,15%,0.0,0%,25%,0.0,38.0,15.0,0.0,25.0,-13.45
2245,Ilya Kotau,--,170 lbs.,--,3.94,40%,4.38,44%,6.57,100%,100%,6.6,40.0,44.0,100.0,100.0,59.11
2246,Naoyuki Kotani,"5' 8""",155 lbs.,"ec 08, 1981",1.02,31%,2.89,50%,0.83,16%,46%,0.8,31.0,50.0,16.0,46.0,9.039999999999997
2247,Josh Koscheck,"5' 10""",170 lbs.,"Nov 30, 1977",1.79,36%,2.27,63%,2.46,48%,64%,0.4,36.0,63.0,48.0,64.0,26.88
2248,Andrey Koreshkov,"6' 0""",170 lbs.,"Aug 23, 1990",2.84,39%,1.92,63%,4.8,53%,0%,0.0,39.0,63.0,53.0,0.0,34.5
2249,Bruno Korea,"5' 6""",135 lbs.,"Jun 28, 1991",2.12,34%,3.96,42%,0.0,0%,25%,0.0,34.0,42.0,0.0,25.0,0.9000000000000012
2250,Roman Kopylov,"6' 0""",185 lbs.,"May 04, 1991",3.44,44%,3.81,60%,0.37,33%,87%,0.0,44.0,60.0,33.0,87.0,21.66
2251,Andrei Kopylov,"6' 2""",265 lbs.,"Jul 16, 1965",0.33,66%,4.31,40%,0.0,0%,0%,0.0,66.0,40.0,0.0,0.0,-9.299999999999999
2252,Cheick Kongo,"6' 4""",240 lbs.,"May 17, 1975",3.33,56%,1.28,54%,2.3,56%,52%,0.2,56.0,54.0,56.0,52.0,39.35
2253,Syuri Kondo,"5' 4""",115 lbs.,"Feb 08, 1989",5.4,44%,7.22,58%,0.0,0%,83%,0.3,44.0,58.0,0.0,83.0,10.0
2254,Yuki Kondo,"5' 11""",183 lbs.,"Jul 17, 1975",1.14,42%,2.57,51%,0.76,41%,37%,0.5,42.0,51.0,41.0,37.0,13.229999999999999
